"","SACRIFICE_PERIOD","rDOSE_LEVEL","compound_sutherland","toxclass","toxlabel","time_index","toxact","COMPOUND_NAME","compound_tggates","chembl_id","compound_chembl"
"793","4 day","rHigh","FLUTAMIDE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",5,"toxact_null","flutamide","flutamide","CHEMBL806","FLUTAMIDE"
"794","4 day","rHigh","HYDROXYZINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",5,"toxact_null","hydroxyzine","hydroxyzine","CHEMBL896","HYDROXYZINE"
"795","4 day","rHigh","METHIMAZOLE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",5,"toxact_null","methimazole","methimazole","CHEMBL1515","METHIMAZOLE"
"796","4 day","rHigh","NIMESULIDE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",5,"toxact_null","nimesulide","nimesulide","CHEMBL56367","NIMESULIDE"
"797","4 day","rHigh","OMEPRAZOLE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",5,"toxact_null","omeprazole","omeprazole","CHEMBL1503","OMEPRAZOLE"
"798","4 day","rHigh","PHENACETIN","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",5,"toxact_null","phenacetin","phenacetin","CHEMBL16073","PHENACETIN"
"799","4 day","rHigh","PHENOBARBITAL","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",5,"toxact_null","phenobarbital","phenobarbital","CHEMBL40","PHENOBARBITAL"
"800","4 day","rMiddle","PHENOBARBITAL","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",5,"toxact_null","phenobarbital","phenobarbital","CHEMBL40","PHENOBARBITAL"
"801","4 day","rHigh","PROMETHAZINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",5,"toxact_null","promethazine","promethazine","CHEMBL643","PROMETHAZINE"
"802","4 day","rMiddle","THIOACETAMIDE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",5,"toxact_null","thioacetamide","thioacetamide","CHEMBL38737","THIOACETAMIDE"
"803","4 day","rHigh","TICLOPIDINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",5,"toxact_null","ticlopidine","ticlopidine","CHEMBL833","TICLOPIDINE"
"804","4 day","rMiddle","TICLOPIDINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",5,"toxact_null","ticlopidine","ticlopidine","CHEMBL833","TICLOPIDINE"
"805","4 day","rHigh","ACETAMIDE","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","acetamide","acetamide","CHEMBL16081","ACETAMIDE"
"806","4 day","rHigh","AJMALINE","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","ajmaline","ajmaline","CHEMBL2105617","AJMALINE"
"807","4 day","rLow","ALLYL ALCOHOL","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","allyl_alcohol","allyl alcohol","CHEMBL234926","ALLYL ALCOHOL"
"808","4 day","rHigh","AMIODARONE","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","amiodarone","amiodarone","CHEMBL633","AMIODARONE"
"809","4 day","rLow","AMIODARONE","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","amiodarone","amiodarone","CHEMBL633","AMIODARONE"
"810","4 day","rMiddle","CARBON TETRACHLORIDE","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","carbon_tetrachloride","carbon tetrachloride","CHEMBL44814","CARBON TETRACHLORIDE"
"811","4 day","rHigh","CIPROFLOXACIN","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","ciprofloxacin","ciprofloxacin","CHEMBL8","CIPROFLOXACIN"
"812","4 day","rHigh","COLCHICINE","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","colchicine","colchicine","CHEMBL107","COLCHICINE"
"813","4 day","rHigh","CYCLOPHOSPHAMIDE","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","cyclophosphamide","cyclophosphamide","CHEMBL88","CYCLOPHOSPHAMIDE"
"814","4 day","rLow","CYCLOPHOSPHAMIDE","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","cyclophosphamide","cyclophosphamide","CHEMBL88","CYCLOPHOSPHAMIDE"
"815","4 day","rMiddle","CYCLOPHOSPHAMIDE","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","cyclophosphamide","cyclophosphamide","CHEMBL88","CYCLOPHOSPHAMIDE"
"816","4 day","rHigh","DANTROLENE","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","dantrolene","dantrolene","CHEMBL1201288","DANTROLENE"
"817","4 day","rLow","DANTROLENE","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","dantrolene","dantrolene","CHEMBL1201288","DANTROLENE"
"818","4 day","rMiddle","DANTROLENE","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","dantrolene","dantrolene","CHEMBL1201288","DANTROLENE"
"819","4 day","rHigh","DESMOPRESSIN ACETATE","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","desmopressin_acetate","desmopressin acetate","CHEMBL1200556","DESMOPRESSIN ACETATE"
"820","4 day","rMiddle","METHAPYRILENE","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","methapyrilene","methapyrilene","CHEMBL1411979","METHAPYRILENE"
"821","4 day","rHigh","MONOCROTALINE","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","monocrotaline","monocrotaline","CHEMBL521035","MONOCROTALINE"
"822","4 day","rHigh","NITROFURANTOIN","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","nitrofurantoin","nitrofurantoin","CHEMBL572","NITROFURANTOIN"
"823","4 day","rMiddle","NITROFURANTOIN","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","nitrofurantoin","nitrofurantoin","CHEMBL572","NITROFURANTOIN"
"824","4 day","rHigh","SIMVASTATIN","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","simvastatin","simvastatin","CHEMBL1064","SIMVASTATIN"
"825","4 day","rMiddle","SIMVASTATIN","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","simvastatin","simvastatin","CHEMBL1064","SIMVASTATIN"
"826","4 day","rHigh","PIRINIXIC ACID","Infiltration\Inflammation:Inflammation","Inflammation",5,"toxact_null","WY-14643","wy-14643","CHEMBL295416","PIRINIXIC ACID"
"827","4 day","rHigh","1% CHOLESTEROL + 0.25% SODIUM CHOLATE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","1%_cholesterol_+_0.25%_sodium_cholate","1% cholesterol + 0.25% sodium cholate","CHEMBL2766016",""
"828","4 day","rHigh","ACETAMINOPHEN","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","acetaminophen","acetaminophen","CHEMBL112","ACETAMINOPHEN"
"829","4 day","rMiddle","ACETAMINOPHEN","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","acetaminophen","acetaminophen","CHEMBL112","ACETAMINOPHEN"
"830","4 day","rHigh","BENDAZAC","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","bendazac","bendazac","CHEMBL1089221","BENDAZAC"
"831","4 day","rHigh","BENZIODARONE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","benziodarone","benziodarone","CHEMBL232201","BENZIODARONE"
"832","4 day","rLow","BENZIODARONE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","benziodarone","benziodarone","CHEMBL232201","BENZIODARONE"
"833","4 day","rMiddle","BENZIODARONE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","benziodarone","benziodarone","CHEMBL232201","BENZIODARONE"
"834","4 day","rHigh","ETHIONAMIDE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","ethionamide","ethionamide","CHEMBL1441","ETHIONAMIDE"
"835","4 day","rLow","GEMFIBROZIL","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","gemfibrozil","gemfibrozil","CHEMBL457","GEMFIBROZIL"
"836","4 day","rMiddle","GEMFIBROZIL","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","gemfibrozil","gemfibrozil","CHEMBL457","GEMFIBROZIL"
"837","4 day","rHigh","HEXACHLOROBENZENE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","hexachlorobenzene","hexachlorobenzene","CHEMBL228514","PERCHLOROBENZENE"
"838","4 day","rLow","HEXACHLOROBENZENE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","hexachlorobenzene","hexachlorobenzene","CHEMBL228514","PERCHLOROBENZENE"
"839","4 day","rMiddle","HEXACHLOROBENZENE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","hexachlorobenzene","hexachlorobenzene","CHEMBL228514","PERCHLOROBENZENE"
"840","4 day","rHigh","METHAPYRILENE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","methapyrilene","methapyrilene","CHEMBL1411979","METHAPYRILENE"
"841","4 day","rMiddle","METHAPYRILENE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","methapyrilene","methapyrilene","CHEMBL1411979","METHAPYRILENE"
"842","4 day","rHigh","4,4'-METHYLENEDIANILINE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","methylene_dianiline","methylene dianiline","CHEMBL85728","4,4'-METHYLENEDIANILINE"
"843","4 day","rMiddle","4,4'-METHYLENEDIANILINE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","methylene_dianiline","methylene dianiline","CHEMBL85728","4,4'-METHYLENEDIANILINE"
"844","4 day","rHigh","PHENOBARBITAL","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","phenobarbital","phenobarbital","CHEMBL40","PHENOBARBITAL"
"845","4 day","rMiddle","PHENOBARBITAL","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","phenobarbital","phenobarbital","CHEMBL40","PHENOBARBITAL"
"846","4 day","rHigh","PHENYLBUTAZONE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",5,"toxact_null","phenylbutazone","phenylbutazone","CHEMBL101","PHENYLBUTAZONE"
"847","4 day","rHigh","DISULFIRAM","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",5,"toxact_null","disulfiram","disulfiram","CHEMBL964","DISULFIRAM"
"848","4 day","rHigh","ETHIONAMIDE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",5,"toxact_null","ethionamide","ethionamide","CHEMBL1441","ETHIONAMIDE"
"849","4 day","rMiddle","ETHIONAMIDE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",5,"toxact_null","ethionamide","ethionamide","CHEMBL1441","ETHIONAMIDE"
"850","8 day","rHigh","ETHAMBUTOL","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",6,"toxact_null","ethambutol","ethambutol","CHEMBL44884","ETHAMBUTOL"
"851","8 day","rHigh","PUROMYCIN AMINONUCLEOSIDE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",6,"toxact_null","puromycin_aminonucleoside","puromycin aminonucleoside","CHEMBL1233071","PUROMYCIN AMINONUCLEOSIDE"
"852","8 day","rHigh","MONOCROTALINE","Congestion\Hemorrhage\Edema:Vascular","Vascular Edema",6,"toxact_null","monocrotaline","monocrotaline","CHEMBL521035","MONOCROTALINE"
"853","8 day","rMiddle","CAPTOPRIL","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",6,"toxact_null","captopril","captopril","CHEMBL1560","CAPTOPRIL"
"854","8 day","rMiddle","CARBAMAZEPINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",6,"toxact_null","carbamazepine","carbamazepine","CHEMBL108","CARBAMAZEPINE"
"855","8 day","rLow","CHLORMEZANONE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",6,"toxact_null","chlormezanone","chlormezanone","CHEMBL1200714","CHLORMEZANONE"
"856","8 day","rHigh","CLOFIBRATE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",6,"toxact_null","clofibrate","clofibrate","CHEMBL565","CLOFIBRATE"
"857","8 day","rLow","COLCHICINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",6,"toxact_null","colchicine","colchicine","CHEMBL107","COLCHICINE"
"858","8 day","rHigh","ETHINYLESTRADIOL","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",6,"toxact_null","ethinylestradiol","ethinylestradiol","CHEMBL691","ETHINYL ESTRADIOL"
"859","8 day","rHigh","GEMFIBROZIL","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",6,"toxact_null","gemfibrozil","gemfibrozil","CHEMBL457","GEMFIBROZIL"
"860","8 day","rLow","GRISEOFULVIN","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",6,"toxact_null","griseofulvin","griseofulvin","CHEMBL562","GRISEOFULVIN"
"861","8 day","rHigh","1-NAPHTHYL ISOTHIOCYANATE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",6,"toxact_null","naphthyl_isothiocyanate","naphthyl isothiocyanate","CHEMBL1381098","1-NAPHTHYLISOTHIOCYANATE"
"862","8 day","rMiddle","N-NITROSODIETHYLAMINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",6,"toxact_null","nitrosodiethylamine","nitrosodiethylamine","CHEMBL164290","N-NITROSODIETHYLAMINE"
"863","8 day","rMiddle","THIOACETAMIDE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",6,"toxact_null","thioacetamide","thioacetamide","CHEMBL38737","THIOACETAMIDE"
"864","8 day","rHigh","VALPROIC ACID","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",6,"toxact_null","valproic_acid","valproic acid","CHEMBL109","VALPROIC ACID"
"865","8 day","rHigh","ALLYL ALCOHOL","Fibrosis:Fibrosis","Fibrosis",6,"toxact_null","allyl_alcohol","allyl alcohol","CHEMBL234926","ALLYL ALCOHOL"
"866","8 day","rHigh","DICLOFENAC","Fibrosis:Fibrosis","Fibrosis",6,"toxact_null","diclofenac","diclofenac","CHEMBL139","DICLOFENAC"
"867","8 day","rHigh","MONOCROTALINE","Fibrosis:Fibrosis","Fibrosis",6,"toxact_null","monocrotaline","monocrotaline","CHEMBL521035","MONOCROTALINE"
"868","8 day","rHigh","IBUPROFEN","Hematopoiesis:Hematopoeisis","Hematopoeisis",6,"toxact_null","ibuprofen","ibuprofen","CHEMBL521","IBUPROFEN"
"869","8 day","rHigh","LORNOXICAM","Hematopoiesis:Hematopoeisis","Hematopoeisis",6,"toxact_null","lornoxicam","lornoxicam","CHEMBL1569487","LORNOXICAM"
"870","8 day","rHigh","MEFENAMIC ACID","Hematopoiesis:Hematopoeisis","Hematopoeisis",6,"toxact_null","mefenamic_acid","mefenamic acid","CHEMBL686","MEFENAMIC ACID"
"871","8 day","rHigh","MELOXICAM","Hematopoiesis:Hematopoeisis","Hematopoeisis",6,"toxact_null","meloxicam","meloxicam","CHEMBL599","MELOXICAM"
"872","8 day","rHigh","NAPROXEN","Hematopoiesis:Hematopoeisis","Hematopoeisis",6,"toxact_null","naproxen","naproxen","CHEMBL154","NAPROXEN"
"873","8 day","rHigh","PHENACETIN","Hematopoiesis:Hematopoeisis","Hematopoeisis",6,"toxact_null","phenacetin","phenacetin","CHEMBL16073","PHENACETIN"
"874","8 day","rHigh","2-ACETYLAMINOFLUORENE","Hyperplasia:Biliary","Biliary Hyperplasia",6,"toxact_null","acetamidofluorene","acetamidofluorene","CHEMBL311469","2-ACETYLAMINOFLUORENE"
"875","8 day","rLow","2-ACETYLAMINOFLUORENE","Hyperplasia:Biliary","Biliary Hyperplasia",6,"toxact_null","acetamidofluorene","acetamidofluorene","CHEMBL311469","2-ACETYLAMINOFLUORENE"
"876","8 day","rMiddle","2-ACETYLAMINOFLUORENE","Hyperplasia:Biliary","Biliary Hyperplasia",6,"toxact_null","acetamidofluorene","acetamidofluorene","CHEMBL311469","2-ACETYLAMINOFLUORENE"
"877","8 day","rHigh","ALLYL ALCOHOL","Hyperplasia:Biliary","Biliary Hyperplasia",6,"toxact_null","allyl_alcohol","allyl alcohol","CHEMBL234926","ALLYL ALCOHOL"
"878","8 day","rHigh","LOMUSTINE","Hyperplasia:Biliary","Biliary Hyperplasia",6,"toxact_null","lomustine","lomustine","CHEMBL514","LOMUSTINE"
"879","8 day","rMiddle","LOMUSTINE","Hyperplasia:Biliary","Biliary Hyperplasia",6,"toxact_null","lomustine","lomustine","CHEMBL514","LOMUSTINE"
"880","8 day","rHigh","N-NITROSODIETHYLAMINE","Hyperplasia:Biliary","Biliary Hyperplasia",6,"toxact_null","nitrosodiethylamine","nitrosodiethylamine","CHEMBL164290","N-NITROSODIETHYLAMINE"
"881","8 day","rHigh","AMITRIPTYLINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",6,"toxact_null","amitriptyline","amitriptyline","CHEMBL629","AMITRIPTYLINE"
"882","8 day","rLow","BENZBROMARONE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",6,"toxact_null","benzbromarone","benzbromarone","CHEMBL388590","BENZBROMARONE"
"883","8 day","rMiddle","BENZIODARONE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",6,"toxact_null","benziodarone","benziodarone","CHEMBL232201","BENZIODARONE"
"884","8 day","rHigh","CARBAMAZEPINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",6,"toxact_null","carbamazepine","carbamazepine","CHEMBL108","CARBAMAZEPINE"
"885","8 day","rHigh","CHLORAMPHENICOL","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",6,"toxact_null","chloramphenicol","chloramphenicol","CHEMBL130","CHLORAMPHENICOL"
"886","8 day","rMiddle","CHLORPROPAMIDE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",6,"toxact_null","chlorpropamide","chlorpropamide","CHEMBL498","CHLORPROPAMIDE"
"887","8 day","rHigh","COUMARIN","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",6,"toxact_null","coumarin","coumarin","CHEMBL6466","COUMARIN"
"888","8 day","rHigh","DISULFIRAM","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",6,"toxact_null","disulfiram","disulfiram","CHEMBL964","DISULFIRAM"
"889","8 day","rMiddle","ETHAMBUTOL","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",6,"toxact_null","ethambutol","ethambutol","CHEMBL44884","ETHAMBUTOL"
"890","8 day","rHigh","HEXACHLOROBENZENE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",6,"toxact_null","hexachlorobenzene","hexachlorobenzene","CHEMBL228514","PERCHLOROBENZENE"
"891","8 day","rLow","METHAPYRILENE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",6,"toxact_null","methapyrilene","methapyrilene","CHEMBL1411979","METHAPYRILENE"
"892","8 day","rMiddle","NIMESULIDE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",6,"toxact_null","nimesulide","nimesulide","CHEMBL56367","NIMESULIDE"
"893","8 day","rHigh","PHENYLBUTAZONE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",6,"toxact_null","phenylbutazone","phenylbutazone","CHEMBL101","PHENYLBUTAZONE"
"894","8 day","rHigh","PHENYTOIN","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",6,"toxact_null","phenytoin","phenytoin","CHEMBL16","PHENYTOIN"
"895","8 day","rMiddle","PROMETHAZINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",6,"toxact_null","promethazine","promethazine","CHEMBL643","PROMETHAZINE"
"896","8 day","rHigh","QUINIDINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",6,"toxact_null","quinidine","quinidine","CHEMBL1294","QUINIDINE"
"897","8 day","rHigh","TERBINAFINE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",6,"toxact_null","terbinafine","terbinafine","CHEMBL822","TERBINAFINE"
"898","8 day","rHigh","TOLBUTAMIDE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",6,"toxact_null","tolbutamide","tolbutamide","CHEMBL782","TOLBUTAMIDE"
"899","8 day","rHigh","TRIMETHADIONE","Hypertrophy:Hepatocellular","Hepatocellular Hypertrophy",6,"toxact_null","trimethadione","trimethadione","CHEMBL695","TRIMETHADIONE"
"900","8 day","rHigh","1% CHOLESTEROL + 0.25% SODIUM CHOLATE","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","1%_cholesterol_+_0.25%_sodium_cholate","1% cholesterol + 0.25% sodium cholate","CHEMBL2766016",""
"901","8 day","rHigh","2-ACETYLAMINOFLUORENE","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","acetamidofluorene","acetamidofluorene","CHEMBL311469","2-ACETYLAMINOFLUORENE"
"902","8 day","rMiddle","2-ACETYLAMINOFLUORENE","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","acetamidofluorene","acetamidofluorene","CHEMBL311469","2-ACETYLAMINOFLUORENE"
"903","8 day","rLow","BENZIODARONE","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","benziodarone","benziodarone","CHEMBL232201","BENZIODARONE"
"904","8 day","rLow","CARBON TETRACHLORIDE","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","carbon_tetrachloride","carbon tetrachloride","CHEMBL44814","CARBON TETRACHLORIDE"
"905","8 day","rMiddle","CHLORPROMAZINE","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","chlorpromazine","chlorpromazine","CHEMBL71","CHLORPROMAZINE"
"906","8 day","rLow","CIMETIDINE","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","cimetidine","cimetidine","CHEMBL30","CIMETIDINE"
"907","8 day","rHigh","CLOFIBRATE","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","clofibrate","clofibrate","CHEMBL565","CLOFIBRATE"
"908","8 day","rLow","DICLOFENAC","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","diclofenac","diclofenac","CHEMBL139","DICLOFENAC"
"909","8 day","rLow","FLUOXETINE","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","fluoxetine_hydrochloride","fluoxetine hydrochloride","CHEMBL1201082","FLUOXETINE HYDROCHLORIDE"
"910","8 day","rMiddle","FLUTAMIDE","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","flutamide","flutamide","CHEMBL806","FLUTAMIDE"
"911","8 day","rHigh","LOMUSTINE","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","lomustine","lomustine","CHEMBL514","LOMUSTINE"
"912","8 day","rMiddle","LOMUSTINE","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","lomustine","lomustine","CHEMBL514","LOMUSTINE"
"913","8 day","rLow","MELOXICAM","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","meloxicam","meloxicam","CHEMBL599","MELOXICAM"
"914","8 day","rLow","1-NAPHTHYL ISOTHIOCYANATE","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","naphthyl_isothiocyanate","naphthyl isothiocyanate","CHEMBL1381098","1-NAPHTHYLISOTHIOCYANATE"
"915","8 day","rHigh","OMEPRAZOLE","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","omeprazole","omeprazole","CHEMBL1503","OMEPRAZOLE"
"916","8 day","rLow","OMEPRAZOLE","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","omeprazole","omeprazole","CHEMBL1503","OMEPRAZOLE"
"917","8 day","rMiddle","OMEPRAZOLE","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","omeprazole","omeprazole","CHEMBL1503","OMEPRAZOLE"
"918","8 day","rHigh","PHENACETIN","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","phenacetin","phenacetin","CHEMBL16073","PHENACETIN"
"919","8 day","rLow","SIMVASTATIN","Infiltration\Inflammation:Inflammation","Inflammation",6,"toxact_null","simvastatin","simvastatin","CHEMBL1064","SIMVASTATIN"
"920","8 day","rMiddle","ACETAMIDE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",6,"toxact_null","acetamide","acetamide","CHEMBL16081","ACETAMIDE"
"921","8 day","rHigh","PUROMYCIN AMINONUCLEOSIDE","Mitosis_Increased:Hepatocellular","Increased Hepatocellular Mitosis",6,"toxact_null","puromycin_aminonucleoside","puromycin aminonucleoside","CHEMBL1233071","PUROMYCIN AMINONUCLEOSIDE"
"922","8 day","rHigh","AMITRIPTYLINE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",6,"toxact_null","amitriptyline","amitriptyline","CHEMBL629","AMITRIPTYLINE"
"923","8 day","rHigh","DILTIAZEM","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",6,"toxact_null","diltiazem","diltiazem","CHEMBL23","DILTIAZEM"
"924","8 day","rHigh","IMIPRAMINE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",6,"toxact_null","imipramine","imipramine","CHEMBL11","IMIPRAMINE"
"925","8 day","rHigh","PUROMYCIN AMINONUCLEOSIDE","VacuolationNOS:Hepatocellular","Hepatocellular Vacuolation",6,"toxact_null","puromycin_aminonucleoside","puromycin aminonucleoside","CHEMBL1233071","PUROMYCIN AMINONUCLEOSIDE"
"926","15 day","rHigh","LOMUSTINE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",7,"toxact_null","lomustine","lomustine","CHEMBL514","LOMUSTINE"
"927","15 day","rMiddle","METHAPYRILENE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",7,"toxact_null","methapyrilene","methapyrilene","CHEMBL1411979","METHAPYRILENE"
"928","15 day","rHigh","THEOPHYLLINE","Apoptosis\SingleCellNecrosis:Hepatocellular","Hepatocellular Single Cell Necrosis",7,"toxact_null","theophylline","theophylline","CHEMBL190","THEOPHYLLINE"
"929","15 day","rHigh","AZATHIOPRINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",7,"toxact_null","azathioprine","azathioprine","CHEMBL1542","AZATHIOPRINE"
"930","15 day","rHigh","BENDAZAC","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",7,"toxact_null","bendazac","bendazac","CHEMBL1089221","BENDAZAC"
"931","15 day","rLow","FENOFIBRATE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",7,"toxact_null","fenofibrate","fenofibrate","CHEMBL672","FENOFIBRATE"
"932","15 day","rLow","GEMFIBROZIL","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",7,"toxact_null","gemfibrozil","gemfibrozil","CHEMBL457","GEMFIBROZIL"
"933","15 day","rHigh","INDOMETHACIN","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",7,"toxact_null","indomethacin","indomethacin","CHEMBL6","INDOMETHACIN"
"934","15 day","rHigh","LOMUSTINE","Degeneration\Necrosis:Hepatocellular","Hepatocellular Necrosis",7,"toxact_null","lomustine","lomustine","CHEMBL514","LOMUSTINE"
