"DOSE","DOSE_UNIT","COMPOUND_NAME","n","DOSE_LEVEL","SINGLE_REPEAT_TYPE","SACRIFICE_PERIOD","rDOSE_LEVEL"
60,"mg/kg","2,4-dinitrophenol",8,"High","Single","6 hr","rHigh"
60,"mg/kg","2,4-dinitrophenol",8,"High","Single","9 hr","rHigh"
60,"mg/kg","2,4-dinitrophenol",8,"High","Single","24 hr","rHigh"
60,"mg/kg","2,4-dinitrophenol",8,"High","Repeat","4 day","rHigh"
60,"mg/kg","2,4-dinitrophenol",8,"High","Repeat","8 day","rHigh"
60,"mg/kg","2,4-dinitrophenol",8,"High","Repeat","15 day","rHigh"
60,"mg/kg","2,4-dinitrophenol",8,"High","Repeat","29 day","rHigh"
60,"mg/kg","acetazolamide",8,"Low","Single","3 hr","rLow"
60,"mg/kg","acetazolamide",8,"Low","Single","6 hr","rLow"
60,"mg/kg","acetazolamide",8,"Low","Single","9 hr","rLow"
60,"mg/kg","acetazolamide",8,"Low","Single","24 hr","rLow"
60,"mg/kg","acetazolamide",8,"Low","Repeat","4 day","rLow"
60,"mg/kg","acetazolamide",8,"Low","Repeat","8 day","rLow"
60,"mg/kg","acetazolamide",8,"Low","Repeat","15 day","rLow"
60,"mg/kg","acetazolamide",8,"Low","Repeat","29 day","rLow"
60,"mg/kg","benzbromarone",8,"Middle","Single","3 hr","rMiddle"
60,"mg/kg","benzbromarone",8,"Middle","Single","6 hr","rMiddle"
60,"mg/kg","benzbromarone",8,"Middle","Single","9 hr","rMiddle"
60,"mg/kg","benzbromarone",8,"Middle","Single","24 hr","rMiddle"
60,"mg/kg","benzbromarone",8,"Middle","Repeat","4 day","rMiddle"
60,"mg/kg","benzbromarone",8,"Middle","Repeat","8 day","rMiddle"
60,"mg/kg","benzbromarone",8,"Middle","Repeat","15 day","rMiddle"
60,"mg/kg","benzbromarone",8,"Middle","Repeat","29 day","rMiddle"
60,"mg/kg","disulfiram",8,"Low","Single","3 hr","rLow"
60,"mg/kg","disulfiram",8,"Low","Single","6 hr","rLow"
60,"mg/kg","disulfiram",8,"Low","Single","9 hr","rLow"
60,"mg/kg","disulfiram",8,"Low","Single","24 hr","rLow"
60,"mg/kg","disulfiram",8,"Low","Repeat","4 day","rLow"
60,"mg/kg","disulfiram",8,"Low","Repeat","8 day","rLow"
60,"mg/kg","disulfiram",8,"Low","Repeat","15 day","rLow"
60,"mg/kg","disulfiram",8,"Low","Repeat","29 day","rLow"
60,"mg/kg","enalapril",8,"Low","Single","3 hr","rLow"
60,"mg/kg","enalapril",8,"Low","Single","6 hr","rLow"
60,"mg/kg","enalapril",8,"Low","Single","9 hr","rLow"
60,"mg/kg","enalapril",8,"Low","Single","24 hr","rLow"
60,"mg/kg","enalapril",8,"Low","Repeat","4 day","rLow"
60,"mg/kg","enalapril",8,"Low","Repeat","8 day","rLow"
60,"mg/kg","enalapril",8,"Low","Repeat","15 day","rLow"
60,"mg/kg","enalapril",8,"Low","Repeat","29 day","rLow"
60,"mg/kg","ibuprofen",8,"Low","Single","3 hr","rMiddle"
60,"mg/kg","ibuprofen",8,"Low","Single","6 hr","rMiddle"
60,"mg/kg","ibuprofen",8,"Low","Single","9 hr","rMiddle"
60,"mg/kg","ibuprofen",8,"Low","Single","24 hr","rMiddle"
60,"mg/kg","ibuprofen",8,"Middle","Repeat","4 day","rMiddle"
60,"mg/kg","ibuprofen",8,"Middle","Repeat","8 day","rMiddle"
60,"mg/kg","ibuprofen",8,"Middle","Repeat","15 day","rMiddle"
60,"mg/kg","ibuprofen",8,"Middle","Repeat","29 day","rMiddle"
60,"mg/kg","iproniazid",8,"High","Single","3 hr","rHigh"
60,"mg/kg","iproniazid",8,"High","Single","6 hr","rHigh"
60,"mg/kg","iproniazid",8,"High","Single","9 hr","rHigh"
60,"mg/kg","iproniazid",8,"High","Single","24 hr","rHigh"
60,"mg/kg","iproniazid",8,"High","Repeat","4 day","rHigh"
60,"mg/kg","iproniazid",8,"High","Repeat","8 day","rHigh"
60,"mg/kg","iproniazid",8,"High","Repeat","15 day","rHigh"
60,"mg/kg","iproniazid",8,"High","Repeat","29 day","rHigh"
60,"mg/kg","methyldopa",8,"Low","Single","3 hr","rLow"
60,"mg/kg","methyldopa",8,"Low","Single","6 hr","rLow"
60,"mg/kg","methyldopa",8,"Low","Single","9 hr","rLow"
60,"mg/kg","methyldopa",8,"Low","Single","24 hr","rLow"
60,"mg/kg","methyldopa",8,"Low","Repeat","4 day","rLow"
60,"mg/kg","methyldopa",8,"Low","Repeat","8 day","rLow"
60,"mg/kg","methyldopa",8,"Low","Repeat","15 day","rLow"
60,"mg/kg","methyldopa",8,"Low","Repeat","29 day","rLow"
60,"mg/kg","naproxen",7,"Middle","Single","3 hr","rHigh"
60,"mg/kg","naproxen",7,"Middle","Single","6 hr","rHigh"
60,"mg/kg","naproxen",7,"Middle","Single","9 hr","rHigh"
60,"mg/kg","naproxen",7,"Middle","Single","24 hr","rHigh"
60,"mg/kg","naproxen",7,"High","Repeat","4 day","rHigh"
60,"mg/kg","naproxen",7,"High","Repeat","8 day","rHigh"
60,"mg/kg","naproxen",7,"High","Repeat","15 day","rHigh"
60,"mg/kg","phenylbutazone",8,"Middle","Single","3 hr","rMiddle"
60,"mg/kg","phenylbutazone",8,"Middle","Single","6 hr","rMiddle"
60,"mg/kg","phenylbutazone",8,"Middle","Single","9 hr","rMiddle"
60,"mg/kg","phenylbutazone",8,"Middle","Single","24 hr","rMiddle"
60,"mg/kg","phenylbutazone",8,"Middle","Repeat","4 day","rMiddle"
60,"mg/kg","phenylbutazone",8,"Middle","Repeat","8 day","rMiddle"
60,"mg/kg","phenylbutazone",8,"Middle","Repeat","15 day","rMiddle"
60,"mg/kg","phenylbutazone",8,"Middle","Repeat","29 day","rMiddle"
60,"mg/kg","promethazine",8,"Middle","Single","3 hr","rMiddle"
60,"mg/kg","promethazine",8,"Middle","Single","6 hr","rMiddle"
60,"mg/kg","promethazine",8,"Middle","Single","9 hr","rMiddle"
60,"mg/kg","promethazine",8,"Middle","Single","24 hr","rMiddle"
60,"mg/kg","promethazine",8,"Middle","Repeat","4 day","rMiddle"
60,"mg/kg","promethazine",8,"Middle","Repeat","8 day","rMiddle"
60,"mg/kg","promethazine",8,"Middle","Repeat","15 day","rMiddle"
60,"mg/kg","promethazine",8,"Middle","Repeat","29 day","rMiddle"
60,"mg/kg","quinidine",8,"Middle","Single","3 hr","rMiddle"
60,"mg/kg","quinidine",8,"Middle","Single","6 hr","rMiddle"
60,"mg/kg","quinidine",8,"Middle","Single","9 hr","rMiddle"
60,"mg/kg","quinidine",8,"Middle","Single","24 hr","rMiddle"
60,"mg/kg","quinidine",8,"Middle","Repeat","4 day","rMiddle"
60,"mg/kg","quinidine",8,"Middle","Repeat","8 day","rMiddle"
60,"mg/kg","quinidine",8,"Middle","Repeat","15 day","rMiddle"
60,"mg/kg","quinidine",8,"Middle","Repeat","29 day","rMiddle"
60,"mg/kg","rifampicin",8,"Middle","Single","3 hr","rMiddle"
60,"mg/kg","rifampicin",8,"Middle","Single","6 hr","rMiddle"
60,"mg/kg","rifampicin",8,"Middle","Single","9 hr","rMiddle"
60,"mg/kg","rifampicin",8,"Middle","Single","24 hr","rMiddle"
60,"mg/kg","rifampicin",8,"Middle","Repeat","4 day","rMiddle"
60,"mg/kg","rifampicin",8,"Middle","Repeat","8 day","rMiddle"
60,"mg/kg","rifampicin",8,"Middle","Repeat","15 day","rMiddle"
60,"mg/kg","rifampicin",8,"Middle","Repeat","29 day","rMiddle"
60,"mg/kg","tamoxifen",8,"High","Single","3 hr","rHigh"
60,"mg/kg","tamoxifen",8,"High","Single","6 hr","rHigh"
60,"mg/kg","tamoxifen",8,"High","Single","9 hr","rHigh"
60,"mg/kg","tamoxifen",8,"High","Single","24 hr","rHigh"
60,"mg/kg","tamoxifen",8,"High","Repeat","4 day","rHigh"
60,"mg/kg","tamoxifen",8,"High","Repeat","8 day","rHigh"
60,"mg/kg","tamoxifen",8,"High","Repeat","15 day","rHigh"
60,"mg/kg","tamoxifen",8,"High","Repeat","29 day","rHigh"
60,"mg/kg","theophylline",8,"Middle","Single","3 hr","rMiddle"
60,"mg/kg","theophylline",8,"Middle","Single","6 hr","rMiddle"
60,"mg/kg","theophylline",8,"Middle","Single","9 hr","rMiddle"
60,"mg/kg","theophylline",8,"Middle","Single","24 hr","rMiddle"
60,"mg/kg","theophylline",8,"Middle","Repeat","4 day","rMiddle"
60,"mg/kg","theophylline",8,"Middle","Repeat","8 day","rMiddle"
60,"mg/kg","theophylline",8,"Middle","Repeat","15 day","rMiddle"
60,"mg/kg","theophylline",8,"Middle","Repeat","29 day","rMiddle"
75,"mg/kg","dantrolene",8,"Middle","Single","3 hr","rMiddle"
75,"mg/kg","dantrolene",8,"Middle","Single","6 hr","rMiddle"
75,"mg/kg","dantrolene",8,"Middle","Single","9 hr","rMiddle"
75,"mg/kg","dantrolene",8,"Middle","Single","24 hr","rMiddle"
75,"mg/kg","dantrolene",8,"Middle","Repeat","4 day","rMiddle"
75,"mg/kg","dantrolene",8,"Middle","Repeat","8 day","rMiddle"
75,"mg/kg","dantrolene",8,"Middle","Repeat","15 day","rMiddle"
75,"mg/kg","dantrolene",8,"Middle","Repeat","29 day","rMiddle"
75,"mg/kg","diazepam",8,"Middle","Single","3 hr","rMiddle"
75,"mg/kg","diazepam",8,"Middle","Single","6 hr","rMiddle"
75,"mg/kg","diazepam",8,"Middle","Single","9 hr","rMiddle"
75,"mg/kg","diazepam",8,"Middle","Single","24 hr","rMiddle"
75,"mg/kg","diazepam",8,"Middle","Repeat","4 day","rMiddle"
75,"mg/kg","diazepam",8,"Middle","Repeat","8 day","rMiddle"
75,"mg/kg","diazepam",8,"Middle","Repeat","15 day","rMiddle"
75,"mg/kg","diazepam",8,"Middle","Repeat","29 day","rMiddle"
75,"mg/kg","pemoline",8,"High","Single","3 hr","rHigh"
75,"mg/kg","pemoline",8,"High","Single","6 hr","rHigh"
75,"mg/kg","pemoline",8,"High","Single","9 hr","rHigh"
75,"mg/kg","pemoline",8,"High","Single","24 hr","rHigh"
75,"mg/kg","pemoline",8,"High","Repeat","4 day","rHigh"
75,"mg/kg","pemoline",8,"High","Repeat","8 day","rHigh"
75,"mg/kg","pemoline",8,"High","Repeat","15 day","rHigh"
75,"mg/kg","pemoline",8,"High","Repeat","29 day","rHigh"
75,"mg/kg","terbinafine",8,"Low","Single","3 hr","rLow"
75,"mg/kg","terbinafine",8,"Low","Single","6 hr","rLow"
75,"mg/kg","terbinafine",8,"Low","Single","9 hr","rLow"
75,"mg/kg","terbinafine",8,"Low","Single","24 hr","rLow"
75,"mg/kg","terbinafine",8,"Low","Repeat","4 day","rLow"
75,"mg/kg","terbinafine",8,"Low","Repeat","8 day","rLow"
75,"mg/kg","terbinafine",8,"Low","Repeat","15 day","rLow"
75,"mg/kg","terbinafine",8,"Low","Repeat","29 day","rLow"
80,"mg/kg","diltiazem",8,"Low","Single","3 hr","rLow"
80,"mg/kg","diltiazem",8,"Low","Single","6 hr","rLow"
80,"mg/kg","diltiazem",8,"Low","Single","9 hr","rLow"
80,"mg/kg","diltiazem",8,"Low","Single","24 hr","rLow"
80,"mg/kg","diltiazem",8,"Low","Repeat","4 day","rLow"
80,"mg/kg","diltiazem",8,"Low","Repeat","8 day","rLow"
80,"mg/kg","diltiazem",8,"Low","Repeat","15 day","rLow"
80,"mg/kg","diltiazem",8,"Low","Repeat","29 day","rLow"
80,"mg/kg","ethionine",8,"Middle","Single","3 hr","rMiddle"
80,"mg/kg","ethionine",8,"Middle","Single","6 hr","rMiddle"
80,"mg/kg","ethionine",8,"Middle","Single","9 hr","rMiddle"
80,"mg/kg","ethionine",8,"Middle","Single","24 hr","rMiddle"
80,"mg/kg","ethionine",8,"Middle","Repeat","4 day","rMiddle"
80,"mg/kg","ethionine",8,"Middle","Repeat","8 day","rMiddle"
80,"mg/kg","ethionine",8,"Middle","Repeat","15 day","rMiddle"
80,"mg/kg","ethionine",8,"Middle","Repeat","29 day","rMiddle"
100,"mg/kg","acarbose",8,"Low","Single","3 hr","rLow"
100,"mg/kg","acarbose",8,"Low","Single","6 hr","rLow"
100,"mg/kg","acarbose",8,"Low","Single","9 hr","rLow"
100,"mg/kg","acarbose",8,"Low","Single","24 hr","rLow"
100,"mg/kg","acarbose",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","acarbose",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","acarbose",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","acarbose",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","acetamidofluorene",8,"Low","Single","3 hr","rMiddle"
100,"mg/kg","acetamidofluorene",8,"Low","Single","6 hr","rMiddle"
100,"mg/kg","acetamidofluorene",8,"Low","Single","9 hr","rMiddle"
100,"mg/kg","acetamidofluorene",8,"Low","Single","24 hr","rMiddle"
100,"mg/kg","acetamidofluorene",8,"Middle","Repeat","4 day","rMiddle"
100,"mg/kg","acetamidofluorene",8,"Middle","Repeat","8 day","rMiddle"
100,"mg/kg","acetamidofluorene",8,"Middle","Repeat","15 day","rMiddle"
100,"mg/kg","acetamidofluorene",8,"Middle","Repeat","29 day","rMiddle"
100,"mg/kg","adapin",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","adapin",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","adapin",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","adapin",8,"High","Repeat","29 day","rHigh"
100,"mg/kg","adapin",8,"Low","Single","3 hr","rHigh"
100,"mg/kg","adapin",8,"Low","Single","6 hr","rHigh"
100,"mg/kg","adapin",8,"Low","Single","9 hr","rHigh"
100,"mg/kg","adapin",8,"Low","Single","24 hr","rHigh"
100,"mg/kg","ajmaline",8,"Middle","Single","3 hr","rMiddle"
100,"mg/kg","ajmaline",8,"Middle","Single","6 hr","rMiddle"
100,"mg/kg","ajmaline",8,"Middle","Single","9 hr","rMiddle"
100,"mg/kg","ajmaline",8,"Middle","Single","24 hr","rMiddle"
100,"mg/kg","ajmaline",8,"Middle","Repeat","4 day","rMiddle"
100,"mg/kg","ajmaline",8,"Middle","Repeat","8 day","rMiddle"
100,"mg/kg","ajmaline",8,"Middle","Repeat","15 day","rMiddle"
100,"mg/kg","ajmaline",8,"Middle","Repeat","29 day","rMiddle"
100,"mg/kg","bendazac",8,"Low","Single","3 hr","rMiddle"
100,"mg/kg","bendazac",8,"Low","Single","6 hr","rMiddle"
100,"mg/kg","bendazac",8,"Low","Single","9 hr","rMiddle"
100,"mg/kg","bendazac",8,"Low","Single","24 hr","rMiddle"
100,"mg/kg","bendazac",8,"Middle","Repeat","4 day","rMiddle"
100,"mg/kg","bendazac",8,"Middle","Repeat","8 day","rMiddle"
100,"mg/kg","bendazac",8,"Middle","Repeat","15 day","rMiddle"
100,"mg/kg","bendazac",8,"Middle","Repeat","29 day","rMiddle"
100,"mg/kg","benziodarone",8,"Middle","Single","3 hr","rMiddle"
100,"mg/kg","benziodarone",8,"Middle","Single","6 hr","rMiddle"
100,"mg/kg","benziodarone",8,"Middle","Single","9 hr","rMiddle"
100,"mg/kg","benziodarone",8,"Middle","Single","24 hr","rMiddle"
100,"mg/kg","benziodarone",8,"Middle","Repeat","4 day","rMiddle"
100,"mg/kg","benziodarone",8,"Middle","Repeat","8 day","rMiddle"
100,"mg/kg","benziodarone",8,"Middle","Repeat","15 day","rMiddle"
100,"mg/kg","benziodarone",8,"Middle","Repeat","29 day","rMiddle"
100,"mg/kg","bromobenzene",8,"Middle","Single","3 hr","rMiddle"
100,"mg/kg","bromobenzene",8,"Middle","Single","6 hr","rMiddle"
100,"mg/kg","bromobenzene",8,"Middle","Single","9 hr","rMiddle"
100,"mg/kg","bromobenzene",8,"Middle","Single","24 hr","rMiddle"
100,"mg/kg","bromobenzene",8,"Middle","Repeat","4 day","rMiddle"
100,"mg/kg","bromobenzene",8,"Middle","Repeat","8 day","rMiddle"
100,"mg/kg","bromobenzene",8,"Middle","Repeat","15 day","rMiddle"
100,"mg/kg","bromobenzene",8,"Middle","Repeat","29 day","rMiddle"
100,"mg/kg","caffeine",8,"High","Single","3 hr","rHigh"
100,"mg/kg","caffeine",8,"High","Single","6 hr","rHigh"
100,"mg/kg","caffeine",8,"High","Single","9 hr","rHigh"
100,"mg/kg","caffeine",8,"High","Single","24 hr","rHigh"
100,"mg/kg","caffeine",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","caffeine",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","caffeine",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","caffeine",8,"High","Repeat","29 day","rHigh"
100,"mg/kg","captopril",8,"Low","Single","3 hr","rLow"
100,"mg/kg","captopril",8,"Low","Single","6 hr","rLow"
100,"mg/kg","captopril",8,"Low","Single","9 hr","rLow"
100,"mg/kg","captopril",8,"Low","Single","24 hr","rLow"
100,"mg/kg","captopril",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","captopril",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","captopril",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","captopril",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","carbamazepine",8,"Middle","Single","3 hr","rMiddle"
100,"mg/kg","carbamazepine",8,"Middle","Single","6 hr","rMiddle"
100,"mg/kg","carbamazepine",8,"Middle","Single","9 hr","rMiddle"
100,"mg/kg","carbamazepine",8,"Middle","Single","24 hr","rMiddle"
100,"mg/kg","carbamazepine",8,"Middle","Repeat","4 day","rMiddle"
100,"mg/kg","carbamazepine",8,"Middle","Repeat","8 day","rMiddle"
100,"mg/kg","carbamazepine",8,"Middle","Repeat","15 day","rMiddle"
100,"mg/kg","carbamazepine",8,"Middle","Repeat","29 day","rMiddle"
100,"mg/kg","carbon tetrachloride",8,"Middle","Single","3 hr","rMiddle"
100,"mg/kg","carbon tetrachloride",8,"Middle","Single","6 hr","rMiddle"
100,"mg/kg","carbon tetrachloride",8,"Middle","Single","9 hr","rMiddle"
100,"mg/kg","carbon tetrachloride",8,"Middle","Single","24 hr","rMiddle"
100,"mg/kg","carbon tetrachloride",8,"Middle","Repeat","4 day","rMiddle"
100,"mg/kg","carbon tetrachloride",8,"Middle","Repeat","8 day","rMiddle"
100,"mg/kg","carbon tetrachloride",8,"Middle","Repeat","15 day","rMiddle"
100,"mg/kg","carbon tetrachloride",8,"Middle","Repeat","29 day","rMiddle"
100,"mg/kg","chloramphenicol",8,"Low","Single","3 hr","rLow"
100,"mg/kg","chloramphenicol",8,"Low","Single","6 hr","rLow"
100,"mg/kg","chloramphenicol",8,"Low","Single","9 hr","rLow"
100,"mg/kg","chloramphenicol",8,"Low","Single","24 hr","rLow"
100,"mg/kg","chloramphenicol",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","chloramphenicol",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","chloramphenicol",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","chloramphenicol",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","chlorpropamide",8,"Middle","Single","3 hr","rMiddle"
100,"mg/kg","chlorpropamide",8,"Middle","Single","6 hr","rMiddle"
100,"mg/kg","chlorpropamide",8,"Middle","Single","9 hr","rMiddle"
100,"mg/kg","chlorpropamide",8,"Middle","Single","24 hr","rMiddle"
100,"mg/kg","chlorpropamide",8,"Middle","Repeat","4 day","rMiddle"
100,"mg/kg","chlorpropamide",8,"Middle","Repeat","8 day","rMiddle"
100,"mg/kg","chlorpropamide",8,"Middle","Repeat","15 day","rMiddle"
100,"mg/kg","chlorpropamide",8,"Middle","Repeat","29 day","rMiddle"
100,"mg/kg","cimetidine",8,"Low","Single","3 hr","rLow"
100,"mg/kg","cimetidine",8,"Low","Single","6 hr","rLow"
100,"mg/kg","cimetidine",8,"Low","Single","9 hr","rLow"
100,"mg/kg","cimetidine",8,"Low","Single","24 hr","rLow"
100,"mg/kg","cimetidine",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","cimetidine",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","cimetidine",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","cimetidine",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","ciprofloxacin",8,"Low","Single","3 hr","rLow"
100,"mg/kg","ciprofloxacin",8,"Low","Single","6 hr","rLow"
100,"mg/kg","ciprofloxacin",8,"Low","Single","9 hr","rLow"
100,"mg/kg","ciprofloxacin",8,"Low","Single","24 hr","rLow"
100,"mg/kg","ciprofloxacin",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","ciprofloxacin",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","ciprofloxacin",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","ciprofloxacin",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","clofibrate",8,"Middle","Single","3 hr","rMiddle"
100,"mg/kg","clofibrate",8,"Middle","Single","6 hr","rMiddle"
100,"mg/kg","clofibrate",8,"Middle","Single","9 hr","rMiddle"
100,"mg/kg","clofibrate",8,"Middle","Single","24 hr","rMiddle"
100,"mg/kg","clofibrate",8,"Middle","Repeat","4 day","rMiddle"
100,"mg/kg","clofibrate",8,"Middle","Repeat","8 day","rMiddle"
100,"mg/kg","clofibrate",8,"Middle","Repeat","15 day","rMiddle"
100,"mg/kg","clofibrate",8,"Middle","Repeat","29 day","rMiddle"
100,"mg/kg","clomipramine",8,"High","Single","3 hr","rHigh"
100,"mg/kg","clomipramine",8,"High","Single","6 hr","rHigh"
100,"mg/kg","clomipramine",8,"High","Single","9 hr","rHigh"
100,"mg/kg","clomipramine",8,"High","Single","24 hr","rHigh"
100,"mg/kg","clomipramine",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","clomipramine",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","clomipramine",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","clomipramine",8,"High","Repeat","29 day","rHigh"
100,"mg/kg","cyclosporine A",8,"Middle","Single","3 hr","rHigh"
100,"mg/kg","cyclosporine A",8,"Middle","Single","6 hr","rHigh"
100,"mg/kg","cyclosporine A",8,"Middle","Single","9 hr","rHigh"
100,"mg/kg","cyclosporine A",8,"Middle","Single","24 hr","rHigh"
100,"mg/kg","cyclosporine A",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","cyclosporine A",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","cyclosporine A",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","cyclosporine A",8,"High","Repeat","29 day","rHigh"
100,"mg/kg","erythromycin ethylsuccinate",8,"Low","Single","3 hr","rLow"
100,"mg/kg","erythromycin ethylsuccinate",8,"Low","Single","6 hr","rLow"
100,"mg/kg","erythromycin ethylsuccinate",8,"Low","Single","9 hr","rLow"
100,"mg/kg","erythromycin ethylsuccinate",8,"Low","Single","24 hr","rLow"
100,"mg/kg","erythromycin ethylsuccinate",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","erythromycin ethylsuccinate",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","erythromycin ethylsuccinate",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","erythromycin ethylsuccinate",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","ethambutol",8,"Low","Single","3 hr","rLow"
100,"mg/kg","ethambutol",8,"Low","Single","6 hr","rLow"
100,"mg/kg","ethambutol",8,"Low","Single","9 hr","rLow"
100,"mg/kg","ethambutol",8,"Low","Single","24 hr","rLow"
100,"mg/kg","ethambutol",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","ethambutol",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","ethambutol",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","ethambutol",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","ethionamide",8,"Low","Single","3 hr","rMiddle"
100,"mg/kg","ethionamide",8,"Low","Single","6 hr","rMiddle"
100,"mg/kg","ethionamide",8,"Low","Single","9 hr","rMiddle"
100,"mg/kg","ethionamide",8,"Low","Single","24 hr","rMiddle"
100,"mg/kg","ethionamide",8,"Middle","Repeat","4 day","rMiddle"
100,"mg/kg","ethionamide",8,"Middle","Repeat","8 day","rMiddle"
100,"mg/kg","ethionamide",8,"Middle","Repeat","15 day","rMiddle"
100,"mg/kg","ethionamide",8,"Middle","Repeat","29 day","rMiddle"
100,"mg/kg","famotidine",8,"Low","Single","3 hr","rLow"
100,"mg/kg","famotidine",8,"Low","Single","6 hr","rLow"
100,"mg/kg","famotidine",8,"Low","Single","9 hr","rLow"
100,"mg/kg","famotidine",8,"Low","Single","24 hr","rLow"
100,"mg/kg","famotidine",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","famotidine",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","famotidine",8,"Low","Repeat","15 day","rLow"
100,"mg/kg","famotidine",8,"Low","Repeat","29 day","rLow"
100,"mg/kg","fenofibrate",8,"Middle","Single","3 hr","rMiddle"
100,"mg/kg","fenofibrate",8,"Middle","Single","6 hr","rMiddle"
100,"mg/kg","fenofibrate",8,"Middle","Single","9 hr","rMiddle"
100,"mg/kg","fenofibrate",8,"Middle","Single","24 hr","rMiddle"
100,"mg/kg","fenofibrate",8,"Middle","Repeat","4 day","rMiddle"
100,"mg/kg","fenofibrate",8,"Middle","Repeat","8 day","rMiddle"
100,"mg/kg","fenofibrate",8,"Middle","Repeat","15 day","rMiddle"
100,"mg/kg","fenofibrate",8,"Middle","Repeat","29 day","rMiddle"
100,"mg/kg","furosemide",8,"Middle","Single","3 hr","rMiddle"
100,"mg/kg","furosemide",8,"Middle","Single","6 hr","rMiddle"
100,"mg/kg","furosemide",8,"Middle","Single","9 hr","rMiddle"
100,"mg/kg","furosemide",8,"Middle","Single","24 hr","rMiddle"
100,"mg/kg","furosemide",8,"Middle","Repeat","4 day","rMiddle"
100,"mg/kg","furosemide",8,"Middle","Repeat","8 day","rMiddle"
100,"mg/kg","furosemide",8,"Middle","Repeat","15 day","rMiddle"
100,"mg/kg","furosemide",8,"Middle","Repeat","29 day","rMiddle"
100,"mg/kg","gemfibrozil",8,"Middle","Single","3 hr","rMiddle"
100,"mg/kg","gemfibrozil",8,"Middle","Single","6 hr","rMiddle"
100,"mg/kg","gemfibrozil",8,"Middle","Single","9 hr","rMiddle"
100,"mg/kg","gemfibrozil",8,"Middle","Single","24 hr","rMiddle"
100,"mg/kg","gemfibrozil",8,"Middle","Repeat","4 day","rMiddle"
100,"mg/kg","gemfibrozil",8,"Middle","Repeat","8 day","rMiddle"
100,"mg/kg","gemfibrozil",8,"Middle","Repeat","15 day","rMiddle"
100,"mg/kg","gemfibrozil",8,"Middle","Repeat","29 day","rMiddle"
100,"mg/kg","gentamicin",8,"High","Single","3 hr","rHigh"
100,"mg/kg","gentamicin",8,"High","Single","6 hr","rHigh"
100,"mg/kg","gentamicin",8,"High","Single","9 hr","rHigh"
100,"mg/kg","gentamicin",8,"High","Single","24 hr","rHigh"
100,"mg/kg","gentamicin",8,"High","Repeat","4 day","rHigh"
100,"mg/kg","gentamicin",8,"High","Repeat","8 day","rHigh"
100,"mg/kg","gentamicin",8,"High","Repeat","15 day","rHigh"
100,"mg/kg","gentamicin",8,"High","Repeat","29 day","rHigh"
100,"mg/kg","glibenclamide",8,"Low","Single","3 hr","rLow"
100,"mg/kg","glibenclamide",8,"Low","Single","6 hr","rLow"
100,"mg/kg","glibenclamide",8,"Low","Single","9 hr","rLow"
100,"mg/kg","glibenclamide",8,"Low","Single","24 hr","rLow"
100,"mg/kg","glibenclamide",8,"Low","Repeat","4 day","rLow"
100,"mg/kg","glibenclamide",8,"Low","Repeat","8 day","rLow"
100,"mg/kg","glibenclamide",8,"Low","Repeat","15 day","rLow"
